序号,子集,掉落种类,物品id,说明,最小数量,最大数量,权重,备注
28707,56000022,短剑,46190,9-11阶绿,1,1,27,
28708,56000022,短剑,46191,9-11阶绿,1,1,27,
28709,56000022,短剑,46192,9-11阶绿,1,1,27,
28710,56000022,短剑,46193,9-11阶绿,1,1,27,
28711,56000022,短剑,46194,9-11阶绿,1,1,27,
28712,56000022,短剑,46195,9-11阶绿,1,1,27,
28713,56000022,短剑,46196,9-11阶绿,1,1,27,
28714,56000022,短剑,46197,9-11阶绿,1,1,27,
28715,56000022,短剑,46198,9-11阶绿,1,1,27,
28716,56000022,短剑,46199,9-11阶绿,1,1,27,
28717,56000022,短剑,46200,9-11阶绿,1,1,27,
28718,56000022,短剑,46201,9-11阶绿,1,1,27,
28719,56000022,短剑,46202,9-11阶绿,1,1,27,
28720,56000022,短剑,46203,9-11阶绿,1,1,27,
28721,56000022,短剑,46204,9-11阶绿,1,1,27,
28722,56000022,短剑,46205,9-11阶绿,1,1,27,
28723,56000022,短剑,46206,9-11阶绿,1,1,27,
28724,56000022,短剑,46207,9-11阶绿,1,1,27,
28725,56000022,短剑,46208,9-11阶绿,1,1,27,
28726,56000022,短剑,46209,9-11阶绿,1,1,27,
28727,56000022,短剑,46210,9-11阶绿,1,1,27,
28728,56000022,短剑,46211,9-11阶绿,1,1,27,
28729,56000022,大剑,46212,9-11阶绿,1,1,27,
28730,56000022,大剑,46213,9-11阶绿,1,1,27,
28731,56000022,大剑,46214,9-11阶绿,1,1,27,
28732,56000022,大剑,46215,9-11阶绿,1,1,27,
28733,56000022,大剑,46216,9-11阶绿,1,1,27,
28734,56000022,大剑,46217,9-11阶绿,1,1,27,
28735,56000022,大剑,46218,9-11阶绿,1,1,27,
28736,56000022,大剑,46219,9-11阶绿,1,1,27,
28737,56000022,大剑,46220,9-11阶绿,1,1,27,
28738,56000022,大剑,46221,9-11阶绿,1,1,27,
28739,56000022,大剑,46222,9-11阶绿,1,1,27,
28740,56000022,大剑,46223,9-11阶绿,1,1,27,
28741,56000022,大剑,46224,9-11阶绿,1,1,27,
28742,56000022,大剑,46225,9-11阶绿,1,1,27,
28743,56000022,大剑,46226,9-11阶绿,1,1,27,
28744,56000022,大剑,46227,9-11阶绿,1,1,27,
28745,56000022,大剑,46228,9-11阶绿,1,1,27,
28746,56000022,大剑,46229,9-11阶绿,1,1,27,
28747,56000022,大剑,46230,9-11阶绿,1,1,27,
28748,56000022,大剑,46231,9-11阶绿,1,1,27,
28749,56000022,大剑,46232,9-11阶绿,1,1,27,
28750,56000022,大剑,46233,9-11阶绿,1,1,27,
28751,56000022,大剑,46234,9-11阶绿,1,1,27,
28752,56000022,大剑,46235,9-11阶绿,1,1,27,
28753,56000022,锤子,46236,9-11阶绿,1,1,27,
28754,56000022,锤子,46237,9-11阶绿,1,1,27,
28755,56000022,锤子,46238,9-11阶绿,1,1,27,
28756,56000022,锤子,46239,9-11阶绿,1,1,27,
28757,56000022,锤子,46240,9-11阶绿,1,1,27,
28758,56000022,锤子,46241,9-11阶绿,1,1,27,
28759,56000022,锤子,46242,9-11阶绿,1,1,27,
28760,56000022,锤子,46243,9-11阶绿,1,1,27,
28761,56000022,锤子,46244,9-11阶绿,1,1,27,
28762,56000022,锤子,46245,9-11阶绿,1,1,27,
28763,56000022,锤子,46246,9-11阶绿,1,1,27,
28764,56000022,锤子,46247,9-11阶绿,1,1,27,
28765,56000022,锤子,46248,9-11阶绿,1,1,27,
28766,56000022,锤子,46249,9-11阶绿,1,1,27,
28767,56000022,锤子,46250,9-11阶绿,1,1,27,
28768,56000022,锤子,46251,9-11阶绿,1,1,27,
28769,56000022,锤子,46252,9-11阶绿,1,1,27,
28770,56000022,锤子,46253,9-11阶绿,1,1,27,
28771,56000022,锤子,46254,9-11阶绿,1,1,27,
28772,56000022,锤子,46255,9-11阶绿,1,1,27,
28773,56000022,锤子,46256,9-11阶绿,1,1,27,
28774,56000022,锤子,46257,9-11阶绿,1,1,27,
28775,56000022,锤子,46258,9-11阶绿,1,1,27,
28776,56000022,锤子,46259,9-11阶绿,1,1,27,
28777,56000022,胸甲,46260,9-11阶绿,1,1,324,
28778,56000022,胸甲,46261,9-11阶绿,1,1,324,
28779,56000022,胸甲,46262,9-11阶绿,1,1,324,
28780,56000022,胸甲,46263,9-11阶绿,1,1,324,
28781,56000022,胸甲,46264,9-11阶绿,1,1,324,
28782,56000022,鞋子,46265,9-11阶绿,1,1,324,
28783,56000022,鞋子,46266,9-11阶绿,1,1,324,
28784,56000022,鞋子,46267,9-11阶绿,1,1,324,
28785,56000022,鞋子,46268,9-11阶绿,1,1,324,
28786,56000022,鞋子,46269,9-11阶绿,1,1,324,
28787,56000022,项链,46270,9-11阶绿,1,1,88,
28788,56000022,项链,46271,9-11阶绿,1,1,88,
28789,56000022,项链,46272,9-11阶绿,1,1,88,
28790,56000022,项链,46273,9-11阶绿,1,1,88,
28791,56000022,项链,46274,9-11阶绿,1,1,88,
28792,56000022,项链,46275,9-11阶绿,1,1,88,
28793,56000022,项链,46276,9-11阶绿,1,1,88,
28794,56000022,项链,46277,9-11阶绿,1,1,88,
28795,56000022,项链,46278,9-11阶绿,1,1,88,
28796,56000022,项链,46279,9-11阶绿,1,1,88,
28797,56000022,项链,46280,9-11阶绿,1,1,88,
28798,56000022,项链,46281,9-11阶绿,1,1,88,
28799,56000022,项链,46282,9-11阶绿,1,1,88,
28800,56000022,项链,46283,9-11阶绿,1,1,88,
28801,56000022,项链,46284,9-11阶绿,1,1,88,
28802,56000022,项链,46285,9-11阶绿,1,1,88,
28803,56000022,项链,46286,9-11阶绿,1,1,88,
28804,56000022,项链,46287,9-11阶绿,1,1,88,
28805,56000022,项链,46288,9-11阶绿,1,1,88,
28806,56000022,项链,46289,9-11阶绿,1,1,88,
28807,56000022,项链,46290,9-11阶绿,1,1,88,
28808,56000022,项链,46291,9-11阶绿,1,1,88,
28809,56000022,项链,46292,9-11阶绿,1,1,88,
28810,56000022,项链,46293,9-11阶绿,1,1,88,
28811,56000022,头盔,46294,9-11阶绿,1,1,90,
28812,56000022,头盔,46295,9-11阶绿,1,1,90,
28813,56000022,头盔,46296,9-11阶绿,1,1,90,
28814,56000022,头盔,46297,9-11阶绿,1,1,90,
28815,56000022,头盔,46298,9-11阶绿,1,1,90,
28816,56000022,头盔,46299,9-11阶绿,1,1,90,
28817,56000022,头盔,46300,9-11阶绿,1,1,90,
28818,56000022,头盔,46301,9-11阶绿,1,1,90,
28819,56000022,头盔,46302,9-11阶绿,1,1,90,
28820,56000022,头盔,46303,9-11阶绿,1,1,90,
28821,56000022,头盔,46304,9-11阶绿,1,1,90,
28822,56000022,头盔,46305,9-11阶绿,1,1,90,
28823,56000022,头盔,46306,9-11阶绿,1,1,90,
28824,56000022,头盔,46307,9-11阶绿,1,1,90,
28825,56000022,头盔,46308,9-11阶绿,1,1,90,
28826,56000022,头盔,46309,9-11阶绿,1,1,90,
28827,56000022,头盔,46310,9-11阶绿,1,1,90,
28828,56000022,头盔,46311,9-11阶绿,1,1,90,
28829,56000022,手腕,46312,9-11阶绿,1,1,180,
28830,56000022,手腕,46313,9-11阶绿,1,1,180,
28831,56000022,手腕,46314,9-11阶绿,1,1,180,
28832,56000022,手腕,46315,9-11阶绿,1,1,180,
28833,56000022,手腕,46316,9-11阶绿,1,1,180,
28834,56000022,手腕,46317,9-11阶绿,1,1,180,
28835,56000022,手腕,46318,9-11阶绿,1,1,180,
28836,56000022,手腕,46319,9-11阶绿,1,1,180,
28837,56000022,手腕,46320,9-11阶绿,1,1,180,
28838,56000022,戒指,46321,9-11阶绿,1,1,108,
28839,56000022,戒指,46322,9-11阶绿,1,1,108,
28840,56000022,戒指,46323,9-11阶绿,1,1,108,
28841,56000022,戒指,46324,9-11阶绿,1,1,108,
28842,56000022,戒指,46325,9-11阶绿,1,1,108,
28843,56000022,戒指,46326,9-11阶绿,1,1,108,
28844,56000022,戒指,46327,9-11阶绿,1,1,108,
28845,56000022,戒指,46328,9-11阶绿,1,1,108,
28846,56000022,戒指,46329,9-11阶绿,1,1,108,
28847,56000022,戒指,46330,9-11阶绿,1,1,108,
28848,56000022,戒指,46331,9-11阶绿,1,1,108,
28849,56000022,戒指,46332,9-11阶绿,1,1,108,
28850,56000022,戒指,46333,9-11阶绿,1,1,108,
28851,56000022,戒指,46334,9-11阶绿,1,1,108,
28852,56000022,戒指,46335,9-11阶绿,1,1,108,
28853,56000022,肩甲,46336,9-11阶绿,1,1,67,
28854,56000022,肩甲,46337,9-11阶绿,1,1,67,
28855,56000022,肩甲,46338,9-11阶绿,1,1,67,
28856,56000022,肩甲,46339,9-11阶绿,1,1,67,
28857,56000022,肩甲,46340,9-11阶绿,1,1,67,
28858,56000022,肩甲,46341,9-11阶绿,1,1,67,
28859,56000022,肩甲,46342,9-11阶绿,1,1,67,
28860,56000022,肩甲,46343,9-11阶绿,1,1,67,
28861,56000022,肩甲,46344,9-11阶绿,1,1,67,
28862,56000022,肩甲,46345,9-11阶绿,1,1,67,
28863,56000022,肩甲,46346,9-11阶绿,1,1,67,
28864,56000022,肩甲,46347,9-11阶绿,1,1,67,
28865,56000022,肩甲,46348,9-11阶绿,1,1,67,
28866,56000022,肩甲,46349,9-11阶绿,1,1,67,
28867,56000022,肩甲,46350,9-11阶绿,1,1,67,
28868,56000022,肩甲,46351,9-11阶绿,1,1,67,
28869,56000022,肩甲,46352,9-11阶绿,1,1,67,
28870,56000022,肩甲,46353,9-11阶绿,1,1,67,
28871,56000022,肩甲,46354,9-11阶绿,1,1,67,
28872,56000022,肩甲,46355,9-11阶绿,1,1,67,
28873,56000022,肩甲,46356,9-11阶绿,1,1,67,
28874,56000022,肩甲,46357,9-11阶绿,1,1,67,
28875,56000022,肩甲,46358,9-11阶绿,1,1,67,
28876,56000022,肩甲,46359,9-11阶绿,1,1,67,
28877,56000022,火把,46360,9-11阶绿,1,1,67,
28878,56000022,火把,46361,9-11阶绿,1,1,67,
28879,56000022,火把,46362,9-11阶绿,1,1,67,
28880,56000022,火把,46363,9-11阶绿,1,1,67,
28881,56000022,火把,46364,9-11阶绿,1,1,67,
28882,56000022,火把,46365,9-11阶绿,1,1,67,
28883,56000022,火把,46366,9-11阶绿,1,1,67,
28884,56000022,火把,46367,9-11阶绿,1,1,67,
28885,56000022,火把,46368,9-11阶绿,1,1,67,
28886,56000022,火把,46369,9-11阶绿,1,1,67,
28887,56000022,火把,46370,9-11阶绿,1,1,67,
28888,56000022,火把,46371,9-11阶绿,1,1,67,
28889,56000022,火把,46372,9-11阶绿,1,1,67,
28890,56000022,火把,46373,9-11阶绿,1,1,67,
28891,56000022,火把,46374,9-11阶绿,1,1,67,
28892,56000022,火把,46375,9-11阶绿,1,1,67,
28893,56000022,火把,46376,9-11阶绿,1,1,67,
28894,56000022,火把,46377,9-11阶绿,1,1,67,
28895,56000022,火把,46378,9-11阶绿,1,1,67,
28896,56000022,火把,46379,9-11阶绿,1,1,67,
28897,56000022,火把,46380,9-11阶绿,1,1,67,
28898,56000022,火把,46381,9-11阶绿,1,1,67,
28899,56000022,火把,46382,9-11阶绿,1,1,67,
28900,56000022,火把,46383,9-11阶绿,1,1,67,
28901,56000022,斧子,46384,9-11阶绿,1,1,27,
28902,56000022,斧子,46385,9-11阶绿,1,1,27,
28903,56000022,斧子,46386,9-11阶绿,1,1,27,
28904,56000022,斧子,46387,9-11阶绿,1,1,27,
28905,56000022,斧子,46388,9-11阶绿,1,1,27,
28906,56000022,斧子,46389,9-11阶绿,1,1,27,
28907,56000022,斧子,46390,9-11阶绿,1,1,27,
28908,56000022,斧子,46391,9-11阶绿,1,1,27,
28909,56000022,斧子,46392,9-11阶绿,1,1,27,
28910,56000022,斧子,46393,9-11阶绿,1,1,27,
28911,56000022,斧子,46394,9-11阶绿,1,1,27,
28912,56000022,斧子,46395,9-11阶绿,1,1,27,
28913,56000022,斧子,46396,9-11阶绿,1,1,27,
28914,56000022,斧子,46397,9-11阶绿,1,1,27,
28915,56000022,斧子,46398,9-11阶绿,1,1,27,
28916,56000022,斧子,46399,9-11阶绿,1,1,27,
28917,56000022,斧子,46400,9-11阶绿,1,1,27,
28918,56000022,斧子,46401,9-11阶绿,1,1,27,
28919,56000022,斧子,46402,9-11阶绿,1,1,27,
28920,56000022,斧子,46403,9-11阶绿,1,1,27,
28921,56000022,斧子,46404,9-11阶绿,1,1,27,
28922,56000022,斧子,46405,9-11阶绿,1,1,27,
28923,56000022,斧子,46406,9-11阶绿,1,1,27,
28924,56000022,斧子,46407,9-11阶绿,1,1,27,
28925,56000022,法杖,46408,9-11阶绿,1,1,27,
28926,56000022,法杖,46409,9-11阶绿,1,1,27,
28927,56000022,法杖,46410,9-11阶绿,1,1,27,
28928,56000022,法杖,46411,9-11阶绿,1,1,27,
28929,56000022,法杖,46412,9-11阶绿,1,1,27,
28930,56000022,法杖,46413,9-11阶绿,1,1,27,
28931,56000022,法杖,46414,9-11阶绿,1,1,27,
28932,56000022,法杖,46415,9-11阶绿,1,1,27,
28933,56000022,法杖,46416,9-11阶绿,1,1,27,
28934,56000022,法杖,46417,9-11阶绿,1,1,27,
28935,56000022,法杖,46418,9-11阶绿,1,1,27,
28936,56000022,法杖,46419,9-11阶绿,1,1,27,
28937,56000022,法杖,46420,9-11阶绿,1,1,27,
28938,56000022,法杖,46421,9-11阶绿,1,1,27,
28939,56000022,法杖,46422,9-11阶绿,1,1,27,
28940,56000022,法杖,46423,9-11阶绿,1,1,27,
28941,56000022,法杖,46424,9-11阶绿,1,1,27,
28942,56000022,法杖,46425,9-11阶绿,1,1,27,
28943,56000022,法杖,46426,9-11阶绿,1,1,27,
28944,56000022,法杖,46427,9-11阶绿,1,1,27,
28945,56000022,法杖,46428,9-11阶绿,1,1,27,
28946,56000022,法杖,46429,9-11阶绿,1,1,27,
28947,56000022,法杖,46430,9-11阶绿,1,1,27,
28948,56000022,法杖,46431,9-11阶绿,1,1,27,
28949,56000022,短剑,46432,9-11阶绿,1,1,27,
28950,56000022,短剑,46433,9-11阶绿,1,1,27,
28951,56000022,短剑,46434,9-11阶绿,1,1,27,
28952,56000022,短剑,46435,9-11阶绿,1,1,27,
28953,56000022,短剑,46436,9-11阶绿,1,1,27,
28954,56000022,短剑,46437,9-11阶绿,1,1,27,
28955,56000022,短剑,46438,9-11阶绿,1,1,27,
28956,56000022,短剑,46439,9-11阶绿,1,1,27,
28957,56000022,短剑,46440,9-11阶绿,1,1,27,
28958,56000022,短剑,46441,9-11阶绿,1,1,27,
28959,56000022,短剑,46442,9-11阶绿,1,1,27,
28960,56000022,短剑,46443,9-11阶绿,1,1,27,
28961,56000022,短剑,46444,9-11阶绿,1,1,27,
28962,56000022,短剑,46445,9-11阶绿,1,1,27,
28963,56000022,短剑,46446,9-11阶绿,1,1,27,
28964,56000022,短剑,46447,9-11阶绿,1,1,27,
28965,56000022,短剑,46448,9-11阶绿,1,1,27,
28966,56000022,短剑,46449,9-11阶绿,1,1,27,
28967,56000022,短剑,46450,9-11阶绿,1,1,27,
28968,56000022,短剑,46451,9-11阶绿,1,1,27,
28969,56000022,短剑,46452,9-11阶绿,1,1,27,
28970,56000022,短剑,46453,9-11阶绿,1,1,27,
28971,56000022,短剑,46454,9-11阶绿,1,1,27,
28972,56000022,短剑,46455,9-11阶绿,1,1,27,
28973,56000022,大剑,46456,9-11阶绿,1,1,27,
28974,56000022,大剑,46457,9-11阶绿,1,1,27,
28975,56000022,大剑,46458,9-11阶绿,1,1,27,
28976,56000022,大剑,46459,9-11阶绿,1,1,27,
28977,56000022,大剑,46460,9-11阶绿,1,1,27,
28978,56000022,大剑,46461,9-11阶绿,1,1,27,
28979,56000022,大剑,46462,9-11阶绿,1,1,27,
28980,56000022,大剑,46463,9-11阶绿,1,1,27,
28981,56000022,大剑,46464,9-11阶绿,1,1,27,
28982,56000022,大剑,46465,9-11阶绿,1,1,27,
28983,56000022,大剑,46466,9-11阶绿,1,1,27,
28984,56000022,大剑,46467,9-11阶绿,1,1,27,
28985,56000022,大剑,46468,9-11阶绿,1,1,27,
28986,56000022,大剑,46469,9-11阶绿,1,1,27,
28987,56000022,大剑,46470,9-11阶绿,1,1,27,
28988,56000022,大剑,46471,9-11阶绿,1,1,27,
28989,56000022,大剑,46472,9-11阶绿,1,1,27,
28990,56000022,大剑,46473,9-11阶绿,1,1,27,
28991,56000022,大剑,46474,9-11阶绿,1,1,27,
28992,56000022,大剑,46475,9-11阶绿,1,1,27,
28993,56000022,大剑,46476,9-11阶绿,1,1,27,
28994,56000022,大剑,46477,9-11阶绿,1,1,27,
28995,56000022,大剑,46478,9-11阶绿,1,1,27,
28996,56000022,大剑,46479,9-11阶绿,1,1,27,
28997,56000022,锤子,46480,9-11阶绿,1,1,27,
28998,56000022,锤子,46481,9-11阶绿,1,1,27,
28999,56000022,锤子,46482,9-11阶绿,1,1,27,
29000,56000022,锤子,46483,9-11阶绿,1,1,27,
29001,56000022,锤子,46484,9-11阶绿,1,1,27,
29002,56000022,锤子,46485,9-11阶绿,1,1,27,
29003,56000022,锤子,46486,9-11阶绿,1,1,27,
29004,56000022,锤子,46487,9-11阶绿,1,1,27,
29005,56000022,锤子,46488,9-11阶绿,1,1,27,
29006,56000022,锤子,46489,9-11阶绿,1,1,27,
29007,56000022,锤子,46490,9-11阶绿,1,1,27,
29008,56000022,锤子,46491,9-11阶绿,1,1,27,
29009,56000022,锤子,46492,9-11阶绿,1,1,27,
29010,56000022,锤子,46493,9-11阶绿,1,1,27,
29011,56000022,锤子,46494,9-11阶绿,1,1,27,
29012,56000022,锤子,46495,9-11阶绿,1,1,27,
29013,56000022,锤子,46496,9-11阶绿,1,1,27,
29014,56000022,锤子,46497,9-11阶绿,1,1,27,
29015,56000022,锤子,46498,9-11阶绿,1,1,27,
29016,56000022,锤子,46499,9-11阶绿,1,1,27,
29017,56000022,锤子,46500,9-11阶绿,1,1,27,
29018,56000022,锤子,46501,9-11阶绿,1,1,27,
29019,56000022,锤子,46502,9-11阶绿,1,1,27,
29020,56000022,锤子,46503,9-11阶绿,1,1,27,
29021,56000022,胸甲,46504,9-11阶绿,1,1,324,
29022,56000022,胸甲,46505,9-11阶绿,1,1,324,
29023,56000022,胸甲,46506,9-11阶绿,1,1,324,
29024,56000022,胸甲,46507,9-11阶绿,1,1,324,
29025,56000022,胸甲,46508,9-11阶绿,1,1,324,
29026,56000022,鞋子,46509,9-11阶绿,1,1,324,
29027,56000022,鞋子,46510,9-11阶绿,1,1,324,
29028,56000022,鞋子,46511,9-11阶绿,1,1,324,
29029,56000022,鞋子,46512,9-11阶绿,1,1,324,
29030,56000022,鞋子,46513,9-11阶绿,1,1,324,
29031,56000022,项链,46514,9-11阶绿,1,1,88,
29032,56000022,项链,46515,9-11阶绿,1,1,88,
29033,56000022,项链,46516,9-11阶绿,1,1,88,
29034,56000022,项链,46517,9-11阶绿,1,1,88,
29035,56000022,项链,46518,9-11阶绿,1,1,88,
29036,56000022,项链,46519,9-11阶绿,1,1,88,
29037,56000022,项链,46520,9-11阶绿,1,1,88,
29038,56000022,项链,46521,9-11阶绿,1,1,88,
29039,56000022,项链,46522,9-11阶绿,1,1,88,
29040,56000022,项链,46523,9-11阶绿,1,1,88,
29041,56000022,项链,46524,9-11阶绿,1,1,88,
29042,56000022,项链,46525,9-11阶绿,1,1,88,
29043,56000022,项链,46526,9-11阶绿,1,1,88,
29044,56000022,项链,46527,9-11阶绿,1,1,88,
29045,56000022,项链,46528,9-11阶绿,1,1,88,
29046,56000022,项链,46529,9-11阶绿,1,1,88,
29047,56000022,项链,46530,9-11阶绿,1,1,88,
29048,56000022,项链,46531,9-11阶绿,1,1,88,
29049,56000022,项链,46532,9-11阶绿,1,1,88,
29050,56000022,项链,46533,9-11阶绿,1,1,88,
29051,56000022,项链,46534,9-11阶绿,1,1,88,
29052,56000022,项链,46535,9-11阶绿,1,1,88,
29053,56000022,项链,46536,9-11阶绿,1,1,88,
29054,56000022,项链,46537,9-11阶绿,1,1,88,
29055,56000022,头盔,46538,9-11阶绿,1,1,90,
29056,56000022,头盔,46539,9-11阶绿,1,1,90,
29057,56000022,头盔,46540,9-11阶绿,1,1,90,
29058,56000022,头盔,46541,9-11阶绿,1,1,90,
29059,56000022,头盔,46542,9-11阶绿,1,1,90,
29060,56000022,头盔,46543,9-11阶绿,1,1,90,
29061,56000022,头盔,46544,9-11阶绿,1,1,90,
29062,56000022,头盔,46545,9-11阶绿,1,1,90,
29063,56000022,头盔,46546,9-11阶绿,1,1,90,
29064,56000022,头盔,46547,9-11阶绿,1,1,90,
29065,56000022,头盔,46548,9-11阶绿,1,1,90,
29066,56000022,头盔,46549,9-11阶绿,1,1,90,
29067,56000022,头盔,46550,9-11阶绿,1,1,90,
29068,56000022,头盔,46551,9-11阶绿,1,1,90,
29069,56000022,头盔,46552,9-11阶绿,1,1,90,
29070,56000022,头盔,46553,9-11阶绿,1,1,90,
29071,56000022,头盔,46554,9-11阶绿,1,1,90,
29072,56000022,头盔,46555,9-11阶绿,1,1,90,
29073,56000022,手腕,46556,9-11阶绿,1,1,180,
29074,56000022,手腕,46557,9-11阶绿,1,1,180,
29075,56000022,手腕,46558,9-11阶绿,1,1,180,
29076,56000022,手腕,46559,9-11阶绿,1,1,180,
29077,56000022,手腕,46560,9-11阶绿,1,1,180,
29078,56000022,手腕,46561,9-11阶绿,1,1,180,
29079,56000022,手腕,46562,9-11阶绿,1,1,180,
29080,56000022,手腕,46563,9-11阶绿,1,1,180,
29081,56000022,手腕,46564,9-11阶绿,1,1,180,
29082,56000022,戒指,46565,9-11阶绿,1,1,108,
29083,56000022,戒指,46566,9-11阶绿,1,1,108,
29084,56000022,戒指,46567,9-11阶绿,1,1,108,
29085,56000022,戒指,46568,9-11阶绿,1,1,108,
29086,56000022,戒指,46569,9-11阶绿,1,1,108,
29087,56000022,戒指,46570,9-11阶绿,1,1,108,
29088,56000022,戒指,46571,9-11阶绿,1,1,108,
29089,56000022,戒指,46572,9-11阶绿,1,1,108,
29090,56000022,戒指,46573,9-11阶绿,1,1,108,
29091,56000022,戒指,46574,9-11阶绿,1,1,108,
29092,56000022,戒指,46575,9-11阶绿,1,1,108,
29093,56000022,戒指,46576,9-11阶绿,1,1,108,
29094,56000022,戒指,46577,9-11阶绿,1,1,108,
29095,56000022,戒指,46578,9-11阶绿,1,1,108,
29096,56000022,戒指,46579,9-11阶绿,1,1,108,
29097,56000022,肩甲,46580,9-11阶绿,1,1,67,
29098,56000022,肩甲,46581,9-11阶绿,1,1,67,
29099,56000022,肩甲,46582,9-11阶绿,1,1,67,
29100,56000022,肩甲,46583,9-11阶绿,1,1,67,
29101,56000022,肩甲,46584,9-11阶绿,1,1,67,
29102,56000022,肩甲,46585,9-11阶绿,1,1,67,
29103,56000022,肩甲,46586,9-11阶绿,1,1,67,
29104,56000022,肩甲,46587,9-11阶绿,1,1,67,
29105,56000022,肩甲,46588,9-11阶绿,1,1,67,
29106,56000022,肩甲,46589,9-11阶绿,1,1,67,
29107,56000022,肩甲,46590,9-11阶绿,1,1,67,
29108,56000022,肩甲,46591,9-11阶绿,1,1,67,
29109,56000022,肩甲,46592,9-11阶绿,1,1,67,
29110,56000022,肩甲,46593,9-11阶绿,1,1,67,
29111,56000022,肩甲,46594,9-11阶绿,1,1,67,
29112,56000022,肩甲,46595,9-11阶绿,1,1,67,
29113,56000022,肩甲,46596,9-11阶绿,1,1,67,
29114,56000022,肩甲,46597,9-11阶绿,1,1,67,
29115,56000022,肩甲,46598,9-11阶绿,1,1,67,
29116,56000022,肩甲,46599,9-11阶绿,1,1,67,
29117,56000022,肩甲,46600,9-11阶绿,1,1,67,
29118,56000022,肩甲,46601,9-11阶绿,1,1,67,
29119,56000022,肩甲,46602,9-11阶绿,1,1,67,
29120,56000022,肩甲,46603,9-11阶绿,1,1,67,
29121,56000022,火把,46604,9-11阶绿,1,1,67,
29122,56000022,火把,46605,9-11阶绿,1,1,67,
29123,56000022,火把,46606,9-11阶绿,1,1,67,
29124,56000022,火把,46607,9-11阶绿,1,1,67,
29125,56000022,火把,46608,9-11阶绿,1,1,67,
29126,56000022,火把,46609,9-11阶绿,1,1,67,
29127,56000022,火把,46610,9-11阶绿,1,1,67,
29128,56000022,火把,46611,9-11阶绿,1,1,67,
29129,56000022,火把,46612,9-11阶绿,1,1,67,
29130,56000022,火把,46613,9-11阶绿,1,1,67,
29131,56000022,火把,46614,9-11阶绿,1,1,67,
29132,56000022,火把,46615,9-11阶绿,1,1,67,
29133,56000022,火把,46616,9-11阶绿,1,1,67,
29134,56000022,火把,46617,9-11阶绿,1,1,67,
29135,56000022,火把,46618,9-11阶绿,1,1,67,
29136,56000022,火把,46619,9-11阶绿,1,1,67,
29137,56000022,火把,46620,9-11阶绿,1,1,67,
29138,56000022,火把,46621,9-11阶绿,1,1,67,
29139,56000022,火把,46622,9-11阶绿,1,1,67,
29140,56000022,火把,46623,9-11阶绿,1,1,67,
29141,56000022,火把,46624,9-11阶绿,1,1,67,
29142,56000022,火把,46625,9-11阶绿,1,1,67,
29143,56000022,火把,46626,9-11阶绿,1,1,67,
29144,56000022,火把,46627,9-11阶绿,1,1,67,
29145,56000022,斧子,46628,9-11阶绿,1,1,27,
29146,56000022,斧子,46629,9-11阶绿,1,1,27,
29147,56000022,斧子,46630,9-11阶绿,1,1,27,
29148,56000022,斧子,46631,9-11阶绿,1,1,27,
29149,56000022,斧子,46632,9-11阶绿,1,1,27,
29150,56000022,斧子,46633,9-11阶绿,1,1,27,
29151,56000022,斧子,46634,9-11阶绿,1,1,27,
29152,56000022,斧子,46635,9-11阶绿,1,1,27,
29153,56000022,斧子,46636,9-11阶绿,1,1,27,
29154,56000022,斧子,46637,9-11阶绿,1,1,27,
29155,56000022,斧子,46638,9-11阶绿,1,1,27,
29156,56000022,斧子,46639,9-11阶绿,1,1,27,
29157,56000022,斧子,46640,9-11阶绿,1,1,27,
29158,56000022,斧子,46641,9-11阶绿,1,1,27,
29159,56000022,斧子,46642,9-11阶绿,1,1,27,
29160,56000022,斧子,46643,9-11阶绿,1,1,27,
29161,56000022,斧子,46644,9-11阶绿,1,1,27,
29162,56000022,斧子,46645,9-11阶绿,1,1,27,
29163,56000022,斧子,46646,9-11阶绿,1,1,27,
29164,56000022,斧子,46647,9-11阶绿,1,1,27,
29165,56000022,斧子,46648,9-11阶绿,1,1,27,
29166,56000022,斧子,46649,9-11阶绿,1,1,27,
29167,56000022,斧子,46650,9-11阶绿,1,1,27,
