ID,装备等级,装备类型,职业需求,装备评分,使用部位,能否带回城镇,套装,强化上限,属性1,属性1增加值,属性2,属性2增加值,属性3,属性3增加值,属性4,属性4增加值,属性5,属性5增加值,属性6,属性6增加值,属性7,属性7增加值,属性8,属性8增加值,额外增加攻击速度,背面插槽,背面贴图,侧面插槽,侧面贴图,正面插槽,正面贴图
54330,12,1,0,4419,6,1,0,10,2,95,1,175,9,39,1,132,10,14,14,5,7,0.08,8,0.16,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54331,12,1,0,4419,6,1,0,10,2,95,1,175,11,39,1,132,10,14,14,5,7,0.08,8,0.16,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54332,12,1,0,4419,6,1,0,10,2,95,1,175,12,39,1,132,10,14,14,5,7,0.08,8,0.16,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54333,12,1,0,4419,6,1,0,10,2,95,1,175,13,39,1,132,10,14,14,5,7,0.08,8,0.16,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54334,13,1,0,4757,6,1,0,10,2,104,1,193,10,43,1,145,10,15,15,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54335,13,1,0,4757,6,1,0,10,2,104,1,193,9,43,1,145,10,15,15,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54336,13,1,0,4757,6,1,0,10,2,104,1,193,11,43,1,145,10,15,15,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54337,13,1,0,4757,6,1,0,10,2,104,1,193,12,43,1,145,10,15,15,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54338,13,1,0,4757,6,1,0,10,2,104,1,193,13,43,1,145,10,15,15,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54339,13,1,0,4757,6,1,0,10,2,104,1,193,10,43,1,145,9,15,14,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54340,13,1,0,4757,6,1,0,10,2,104,1,193,9,43,1,145,9,15,14,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54341,13,1,0,4757,6,1,0,10,2,104,1,193,11,43,1,145,9,15,14,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54342,13,1,0,4757,6,1,0,10,2,104,1,193,12,43,1,145,9,15,14,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54343,13,1,0,4757,6,1,0,10,2,104,1,193,13,43,1,145,9,15,14,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54344,13,1,0,4757,6,1,0,10,2,104,1,193,10,43,1,145,9,15,15,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54345,13,1,0,4757,6,1,0,10,2,104,1,193,9,43,1,145,9,15,15,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54346,13,1,0,4757,6,1,0,10,2,104,1,193,11,43,1,145,9,15,15,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54347,13,1,0,4757,6,1,0,10,2,104,1,193,12,43,1,145,9,15,15,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54348,13,1,0,4757,6,1,0,10,2,104,1,193,13,43,1,145,9,15,15,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54349,13,1,0,4757,6,1,0,10,2,104,1,193,10,43,1,145,10,15,14,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54350,13,1,0,4757,6,1,0,10,2,104,1,193,9,43,1,145,10,15,14,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54351,13,1,0,4757,6,1,0,10,2,104,1,193,11,43,1,145,10,15,14,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54352,13,1,0,4757,6,1,0,10,2,104,1,193,12,43,1,145,10,15,14,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54353,13,1,0,4757,6,1,0,10,2,104,1,193,13,43,1,145,10,15,14,6,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54354,14,1,0,5187,6,1,0,10,2,118,1,218,10,49,1,164,10,17,15,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54355,14,1,0,5187,6,1,0,10,2,118,1,218,9,49,1,164,10,17,15,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54356,14,1,0,5187,6,1,0,10,2,118,1,218,11,49,1,164,10,17,15,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54357,14,1,0,5187,6,1,0,10,2,118,1,218,12,49,1,164,10,17,15,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54358,14,1,0,5187,6,1,0,10,2,118,1,218,13,49,1,164,10,17,15,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54359,14,1,0,5187,6,1,0,10,2,118,1,218,10,49,1,164,9,17,14,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54360,14,1,0,5187,6,1,0,10,2,118,1,218,9,49,1,164,9,17,14,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54361,14,1,0,5187,6,1,0,10,2,118,1,218,11,49,1,164,9,17,14,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54362,14,1,0,5187,6,1,0,10,2,118,1,218,12,49,1,164,9,17,14,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54363,14,1,0,5187,6,1,0,10,2,118,1,218,13,49,1,164,9,17,14,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54364,14,1,0,5187,6,1,0,10,2,118,1,218,10,49,1,164,9,17,15,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54365,14,1,0,5187,6,1,0,10,2,118,1,218,9,49,1,164,9,17,15,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54366,14,1,0,5187,6,1,0,10,2,118,1,218,11,49,1,164,9,17,15,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54367,14,1,0,5187,6,1,0,10,2,118,1,218,12,49,1,164,9,17,15,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54368,14,1,0,5187,6,1,0,10,2,118,1,218,13,49,1,164,9,17,15,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54369,14,1,0,5187,6,1,0,10,2,118,1,218,10,49,1,164,10,17,14,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54370,14,1,0,5187,6,1,0,10,2,118,1,218,9,49,1,164,10,17,14,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54371,14,1,0,5187,6,1,0,10,2,118,1,218,11,49,1,164,10,17,14,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54372,14,1,0,5187,6,1,0,10,2,118,1,218,12,49,1,164,10,17,14,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54373,14,1,0,5187,6,1,0,10,2,118,1,218,13,49,1,164,10,17,14,6,7,0.08,8,0.16,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54374,15,1,0,5676,6,1,0,10,2,132,1,245,10,54,1,184,9,19,14,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54375,15,1,0,5676,6,1,0,10,2,132,1,245,9,54,1,184,9,19,14,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54376,15,1,0,5676,6,1,0,10,2,132,1,245,11,54,1,184,9,19,14,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54377,15,1,0,5676,6,1,0,10,2,132,1,245,12,54,1,184,9,19,14,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54378,15,1,0,5676,6,1,0,10,2,132,1,245,13,54,1,184,9,19,14,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54379,15,1,0,5676,6,1,0,10,2,132,1,245,10,54,1,184,11,19,16,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54380,15,1,0,5676,6,1,0,10,2,132,1,245,9,54,1,184,11,19,16,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54381,15,1,0,5676,6,1,0,10,2,132,1,245,11,54,1,184,11,19,16,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54382,15,1,0,5676,6,1,0,10,2,132,1,245,12,54,1,184,11,19,16,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54383,15,1,0,5676,6,1,0,10,2,132,1,245,13,54,1,184,11,19,16,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54384,15,1,0,5676,6,1,0,10,2,132,1,245,10,54,1,184,11,19,14,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54385,15,1,0,5676,6,1,0,10,2,132,1,245,9,54,1,184,11,19,14,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54386,15,1,0,5676,6,1,0,10,2,132,1,245,11,54,1,184,11,19,14,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54387,15,1,0,5676,6,1,0,10,2,132,1,245,12,54,1,184,11,19,14,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54388,15,1,0,5676,6,1,0,10,2,132,1,245,13,54,1,184,11,19,14,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54389,15,1,0,5676,6,1,0,10,2,132,1,245,10,54,1,184,9,19,16,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54390,15,1,0,5676,6,1,0,10,2,132,1,245,9,54,1,184,9,19,16,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54391,15,1,0,5676,6,1,0,10,2,132,1,245,11,54,1,184,9,19,16,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54392,15,1,0,5676,6,1,0,10,2,132,1,245,12,54,1,184,9,19,16,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54393,15,1,0,5676,6,1,0,10,2,132,1,245,13,54,1,184,9,19,16,7,7,0.08,8,0.16,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54394,16,1,0,6571,6,1,0,10,2,146,1,270,10,60,1,202,9,21,14,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54395,16,1,0,6571,6,1,0,10,2,146,1,270,9,60,1,202,9,21,14,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54396,16,1,0,6571,6,1,0,10,2,146,1,270,11,60,1,202,9,21,14,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54397,16,1,0,6571,6,1,0,10,2,146,1,270,12,60,1,202,9,21,14,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54398,16,1,0,6571,6,1,0,10,2,146,1,270,13,60,1,202,9,21,14,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54399,16,1,0,6571,6,1,0,10,2,146,1,270,10,60,1,202,11,21,16,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54400,16,1,0,6571,6,1,0,10,2,146,1,270,9,60,1,202,11,21,16,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54401,16,1,0,6571,6,1,0,10,2,146,1,270,11,60,1,202,11,21,16,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54402,16,1,0,6571,6,1,0,10,2,146,1,270,12,60,1,202,11,21,16,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54403,16,1,0,6571,6,1,0,10,2,146,1,270,13,60,1,202,11,21,16,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54404,16,1,0,6571,6,1,0,10,2,146,1,270,10,60,1,202,11,21,14,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54405,16,1,0,6571,6,1,0,10,2,146,1,270,9,60,1,202,11,21,14,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54406,16,1,0,6571,6,1,0,10,2,146,1,270,11,60,1,202,11,21,14,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54407,16,1,0,6571,6,1,0,10,2,146,1,270,12,60,1,202,11,21,14,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54408,16,1,0,6571,6,1,0,10,2,146,1,270,13,60,1,202,11,21,14,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54409,16,1,0,6571,6,1,0,10,2,146,1,270,10,60,1,202,9,21,16,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54410,16,1,0,6571,6,1,0,10,2,146,1,270,9,60,1,202,9,21,16,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54411,16,1,0,6571,6,1,0,10,2,146,1,270,11,60,1,202,9,21,16,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54412,16,1,0,6571,6,1,0,10,2,146,1,270,12,60,1,202,9,21,16,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54413,16,1,0,6571,6,1,0,10,2,146,1,270,13,60,1,202,9,21,16,7,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54414,17,1,0,7011,6,1,0,10,2,159,1,295,10,65,1,221,9,23,14,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54415,17,1,0,7011,6,1,0,10,2,159,1,295,9,65,1,221,9,23,14,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54416,17,1,0,7011,6,1,0,10,2,159,1,295,11,65,1,221,9,23,14,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54417,17,1,0,7011,6,1,0,10,2,159,1,295,12,65,1,221,9,23,14,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54418,17,1,0,7011,6,1,0,10,2,159,1,295,13,65,1,221,9,23,14,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54419,17,1,0,7011,6,1,0,10,2,159,1,295,10,65,1,221,11,23,16,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54420,17,1,0,7011,6,1,0,10,2,159,1,295,9,65,1,221,11,23,16,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54421,17,1,0,7011,6,1,0,10,2,159,1,295,11,65,1,221,11,23,16,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54422,17,1,0,7011,6,1,0,10,2,159,1,295,12,65,1,221,11,23,16,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54423,17,1,0,7011,6,1,0,10,2,159,1,295,13,65,1,221,11,23,16,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54424,17,1,0,7011,6,1,0,10,2,159,1,295,10,65,1,221,11,23,14,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54425,17,1,0,7011,6,1,0,10,2,159,1,295,9,65,1,221,11,23,14,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54426,17,1,0,7011,6,1,0,10,2,159,1,295,11,65,1,221,11,23,14,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54427,17,1,0,7011,6,1,0,10,2,159,1,295,12,65,1,221,11,23,14,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54428,17,1,0,7011,6,1,0,10,2,159,1,295,13,65,1,221,11,23,14,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54429,17,1,0,7011,6,1,0,10,2,159,1,295,10,65,1,221,9,23,16,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54430,17,1,0,7011,6,1,0,10,2,159,1,295,9,65,1,221,9,23,16,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54431,17,1,0,7011,6,1,0,10,2,159,1,295,11,65,1,221,9,23,16,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54432,17,1,0,7011,6,1,0,10,2,159,1,295,12,65,1,221,9,23,16,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54433,17,1,0,7011,6,1,0,10,2,159,1,295,13,65,1,221,9,23,16,8,7,0.11,8,0.22,50,sword01,T8_b_sword01,sword01,T8_s_sword01,sword01,T8_f_sword01
54434,18,1,0,7481,6,1,0,10,2,173,1,320,10,71,1,240,9,25,14,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54435,18,1,0,7481,6,1,0,10,2,173,1,320,9,71,1,240,9,25,14,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54436,18,1,0,7481,6,1,0,10,2,173,1,320,11,71,1,240,9,25,14,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54437,18,1,0,7481,6,1,0,10,2,173,1,320,12,71,1,240,9,25,14,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54438,18,1,0,7481,6,1,0,10,2,173,1,320,13,71,1,240,9,25,14,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54439,18,1,0,7481,6,1,0,10,2,173,1,320,10,71,1,240,11,25,16,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54440,18,1,0,7481,6,1,0,10,2,173,1,320,9,71,1,240,11,25,16,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54441,18,1,0,7481,6,1,0,10,2,173,1,320,11,71,1,240,11,25,16,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54442,18,1,0,7481,6,1,0,10,2,173,1,320,12,71,1,240,11,25,16,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54443,18,1,0,7481,6,1,0,10,2,173,1,320,13,71,1,240,11,25,16,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54444,18,1,0,7481,6,1,0,10,2,173,1,320,10,71,1,240,11,25,14,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54445,18,1,0,7481,6,1,0,10,2,173,1,320,9,71,1,240,11,25,14,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54446,18,1,0,7481,6,1,0,10,2,173,1,320,11,71,1,240,11,25,14,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54447,18,1,0,7481,6,1,0,10,2,173,1,320,12,71,1,240,11,25,14,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54448,18,1,0,7481,6,1,0,10,2,173,1,320,13,71,1,240,11,25,14,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54449,18,1,0,7481,6,1,0,10,2,173,1,320,10,71,1,240,9,25,16,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54450,18,1,0,7481,6,1,0,10,2,173,1,320,9,71,1,240,9,25,16,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54451,18,1,0,7481,6,1,0,10,2,173,1,320,11,71,1,240,9,25,16,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54452,18,1,0,7481,6,1,0,10,2,173,1,320,12,71,1,240,9,25,16,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54453,18,1,0,7481,6,1,0,10,2,173,1,320,13,71,1,240,9,25,16,9,7,0.11,8,0.22,50,sword01,T10_b_sword01,sword01,T10_s_sword01,sword01,T10_f_sword01
54454,19,1,0,7945,6,1,0,10,2,186,1,345,10,76,1,259,9,27,14,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54455,19,1,0,7945,6,1,0,10,2,186,1,345,9,76,1,259,9,27,14,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54456,19,1,0,7945,6,1,0,10,2,186,1,345,11,76,1,259,9,27,14,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54457,19,1,0,7945,6,1,0,10,2,186,1,345,12,76,1,259,9,27,14,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54458,19,1,0,7945,6,1,0,10,2,186,1,345,13,76,1,259,9,27,14,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54459,19,1,0,7945,6,1,0,10,2,186,1,345,10,76,1,259,11,27,16,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54460,19,1,0,7945,6,1,0,10,2,186,1,345,9,76,1,259,11,27,16,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54461,19,1,0,7945,6,1,0,10,2,186,1,345,11,76,1,259,11,27,16,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54462,19,1,0,7945,6,1,0,10,2,186,1,345,12,76,1,259,11,27,16,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54463,19,1,0,7945,6,1,0,10,2,186,1,345,13,76,1,259,11,27,16,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54464,19,1,0,7945,6,1,0,10,2,186,1,345,10,76,1,259,11,27,14,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54465,19,1,0,7945,6,1,0,10,2,186,1,345,9,76,1,259,11,27,14,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54466,19,1,0,7945,6,1,0,10,2,186,1,345,11,76,1,259,11,27,14,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54467,19,1,0,7945,6,1,0,10,2,186,1,345,12,76,1,259,11,27,14,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54468,19,1,0,7945,6,1,0,10,2,186,1,345,13,76,1,259,11,27,14,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54469,19,1,0,7945,6,1,0,10,2,186,1,345,10,76,1,259,9,27,16,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54470,19,1,0,7945,6,1,0,10,2,186,1,345,9,76,1,259,9,27,16,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
54471,19,1,0,7945,6,1,0,10,2,186,1,345,11,76,1,259,9,27,16,9,7,0.11,8,0.22,50,sword01,T11_b_sword01,sword01,T11_s_sword01,sword01,T11_f_sword01
