KEY,CN,EN
锻造保健,锻造保健,Forging health care
铸造盔甲,铸造盔甲,forging armour
大力出奇迹,大力出奇迹,Vigorously miracle
大锤80小锤40,大锤80小锤40,Sledgehammer 80 hammer 40
武器需要打磨,武器需要打磨,Weapons need to be polished
磨练。。。,磨练。。。,Temper. . .
人剑合一,人剑合一,Human sword combination
打磨。。。,打磨。。。,Polishing. . .
把东西给我，我就可以做出来,把东西给我，我就可以做出来,I can make anything you want.
材料越好，武器越棒,材料越好，武器越棒,a handy tool makes a handy man
路走得越远，材料越好,路走得越远，材料越好,The farther the road goes  the better material becomes
宝剑赠英雄,宝剑赠英雄,make the best possible use of men and material
我不光会锻造,我不光会锻造,Forging is not the only thing that I can do 
我还会炼金术,我还会炼金术,I'm also good at alchemy
武器要强化才会更强力,武器要强化才会更强力,Weapons need to be strengthened to be stronger
锻造和战斗一样需要用心,锻造和战斗一样需要用心,Forging and fighting both need to care about
优质保量，价格公道，童叟无欺,优质保量，价格公道，童叟无欺,superior quality reasonable in price
常来看看啊,常来看看啊,see you next time
吃喝补给，大宝剑，冒险常备,吃喝补给，大宝剑，冒险常备,Eat and drink  big sword  the essential items for adventure
我告诉你，我曾经去过哪，你肯定不会相信的，没人会相信的。。。,我告诉你，我曾经去过哪，你肯定不会相信的，没人会相信的。。。,you are not gonna believe that if I tell you where I have been.
我和那些每天只知道敲敲打打的铁匠不一样，这个世界需要的是像我们这样的聪明人,我和那些每天只知道敲敲打打的铁匠不一样，这个世界需要的是像我们这样的聪明人,I am different from the normal blacksmiths. The world needs smart people like us.
营地中，每天都是人山人海两兄弟,营地中，每天都是人山人海两兄弟,In the camp  there are lack of people.
你来这个人烟稀少的地方，是不是也是为了来发一笔财啊,你来这个人烟稀少的地方，是不是也是为了来发一笔财啊,Are you coming to this sparsely populated place  is it also for making a fortune?
曾经我也是个厉害的战士，直到我的膝盖中了一箭,曾经我也是个厉害的战士，直到我的膝盖中了一箭,I used to be an sodier like you  then I took an arrow in the knee
你猜铁匠和我谁卖的剑更好用,你猜铁匠和我谁卖的剑更好用,Between the blacksmith and i  which one sell the best sword.
他们都说我长得有点像某一个人，你觉得呢,他们都说我长得有点像某一个人，你觉得呢,they said that I'm familiar  don't you think so
你看我富甲一方，以前我可是很穷的,你看我富甲一方，以前我可是很穷的,I was poor
我能有今天都是这个黑色漩涡带来的,我能有今天都是这个黑色漩涡带来的,this black vortex brings me everything.
我着不叫贪生怕死，这叫识时务,我着不叫贪生怕死，这叫识时务,I'm not afraid of death  this is called the political correctness
他们都说我疯了，我没疯，疯的是他们，不赚钱难道去死么,他们都说我疯了，我没疯，疯的是他们，不赚钱难道去死么,They all said that I am crazy  I am not crazy  they are crazy  making money is the most important things to do.
隔壁城的酒馆里的侍女都很漂亮,隔壁城的酒馆里的侍女都很漂亮,The maids in the pubs next town are very beautiful.
我。。。商人。。。赚钱。。。我和你说铁匠肯定是这样说的,我。。。商人。。。赚钱。。。我和你说铁匠肯定是这样说的,I. . . businessman. . . Make money. . . I swear that the blacksmith must say this.
今朝。。有酒。。今朝醉。。,今朝。。有酒。。今朝醉。。,now. . This wine. . I am drunk now. .
这个世界，其他的都是假的，只有赚钱才是真的,这个世界，其他的都是假的，只有赚钱才是真的,The world  making money is the No.1 task before anything else.
金子才最实在,金子才最实在,It is a richmen's world
你给我钱，我给你东西，这不是双赢嘛,你给我钱，我给你东西，这不是双赢嘛,I give you goods  you pay for that  that's win-win.
我的东西也不是大风吹来的，你凭什么说我贵,我的东西也不是大风吹来的，你凭什么说我贵,I'm not getting this for free  you should not call it expensive.
打工？打工是不可能打工的！这辈子不可能打工！就只能做做生意才可以维持生活这样子。,打工？打工是不可能打工的！这辈子不可能打工！就只能做做生意才可以维持生活这样子。,Working? It is impossible to work for someone else! 
我和你说，我曾经去过黑色漩涡中，那里只有无尽的黑暗和数不尽的恶魔,我和你说，我曾经去过黑色漩涡中，那里只有无尽的黑暗和数不尽的恶魔,Let me tell you something  I’ve been to the black vortex before; there are endless darkness and uncountable evils.
在天涯海角处有一只大章鱼，遇到他的船都沉没了,在天涯海角处有一只大章鱼，遇到他的船都沉没了,There is a big octopus at the end of the earth  and every ship sunk after meet it.
在世界的尽头有一个巨人国度,在世界的尽头有一个巨人国度,There is a giant country at the end of the world.
我和你说，我曾经去过黑色漩涡中，那里有数不尽的财宝和酒池肉林,我和你说，我曾经去过黑色漩涡中，那里有数不尽的财宝和酒池肉林,Let me tell you something  I’ve been to the black vortex before; there are uncountable treasure.
我和你说，我曾经去过黑色漩涡中，那里屁都没有,我和你说，我曾经去过黑色漩涡中，那里屁都没有,Let me tell you something  I’ve been to the black vortex before; nothing in there.
享受最后的狂欢吧,享受最后的狂欢吧,Enjoy the last carnival!
这城里各个是人才，说话又好听，超喜欢在这里的感觉,这城里各个是人才，说话又好听，超喜欢在这里的感觉,Everyone in this city got talented  they said nice things  I like to be there.
赚完了这一单，我就溜了,赚完了这一单，我就溜了,After I earned something  I quit
人物死亡UI,人物死亡UI,Death of characters UI
你被,你被,you were
残忍的杀害了！,残忍的杀害了！,Cruelly killed!
你将遗失,你将遗失,You will be lost
背包中的所有物品,背包中的所有物品,all items in your backpack
并随机,并随机,randomly.
遗失一件身上的装备。,遗失一件身上的装备。,Lost a piece of equipment.
湖之仙女保佑你,湖之仙女保佑你,The fairy of the lake bless you 
身上的装备将不会被抢夺,身上的装备将不会被抢夺,so that you can keep the equipment that you own.
剩余,剩余,Remaining
取出,取出,take out
远古：炎日,远古：炎日,Ancient: Soleit
远古：碎颅者,远古：碎颅者,Ancient: skull broker
远古：战歌无双,远古：战歌无双,Ancient: unparalleled song
远古：钢铁獠牙,远古：钢铁獠牙,Ancient: steel fangs
远古：无锋者的重锤,远古：无锋者的重锤,Ancient: Heavy hammer
远古：禁灭之锤,远古：禁灭之锤,Ancient: Hammer of the Invasion
远古：暴怒的岩浆,远古：暴怒的岩浆,Ancient: raging magma
远古：西蒙的皇家遗物-巨锤,远古：西蒙的皇家遗物-巨锤,Ancient: Simon's Royal Relic - Giant Hammer
远古：绽放的彩莲,远古：绽放的彩莲,Ancient: blooming lotus
远古：恶鬼封印者,远古：恶鬼封印者,Ancient: Evil Sealer
远古：冰川的支点,远古：冰川的支点,Ancient: the fulcrum of the glacier
远古：岚之山,远古：岚之山,Ancient: the mountain of LAN
远古：心脏粉碎者,远古：心脏粉碎者,Ancient: Heart Smasher
远古：尤里西斯邪魔之锤,远古：尤里西斯邪魔之锤,Ancient: Demon Hammer of Ulysses
远古：神圣光辉之锤,远古：神圣光辉之锤,Ancient: Sacred Glory Hammer
远古：毒龙,远古：毒龙,Ancient: venenous dragon
远古：神的投影,远古：神的投影,Ancient: the projection of God
远古：世界的重量,远古：世界的重量,Ancient: the weight of the world
远古：莫拉格,远古：莫拉格,Ancient: Morag
远古：杜兰达尔,远古：杜兰达尔,Ancient: Dulandal
远古：奥托克莱尔,远古：奥托克莱尔,Ancient: Otto Claire
远古：伟人,远古：伟人,Ancient: great man
远古：提尔锋,远古：提尔锋,Ancient: Tier Feng
远古：驱魔圣剑,远古：驱魔圣剑,Ancient: Exorcism Sword
远古：西蒙的皇家遗物-巨剑,远古：西蒙的皇家遗物-巨剑,Ancient: Simon's Royal Relic - Great Sword
远古：米斯特,远古：米斯特,Ancient: Mist
远古：赫伦,远古：赫伦,Ancient: Herron
远古：美杜莎的哀歌,远古：美杜莎的哀歌,Ancient: the sorrow of Medusa
远古：代因斯莱夫,远古：代因斯莱夫,Ancient: Deinslev
远古：阿隆代特,远古：阿隆代特,Ancient: Alongde
远古：加拉廷,远古：加拉廷,Ancient: Gallatin
远古：神剑-巴尔蒙克,远古：神剑-巴尔蒙克,Ancient: Sword - Balmunk
远古：达摩克里斯之剑,远古：达摩克里斯之剑,Ancient: The sword of Damocles
远古：神剑之剑,远古：神剑之剑,Ancient: Sacred Sword 
远古：圣剑埃克斯加里巴,远古：圣剑埃克斯加里巴,Ancient: Saint Excalibur
远古：阴明,远古：阴明,Ancient: Yin Ming
远古：复仇,远古：复仇,Ancient: Revenge
远古：星陨,远古：星陨,Ancient: Stars
远古：月影,远古：月影,Ancient: Moon Shadow
远古：主宰,远古：主宰,Ancient: Dominate
远古：炼狱,远古：炼狱,Ancient: Purgatory
远古：西蒙的皇家遗物-短剑,远古：西蒙的皇家遗物-短剑,Ancient: Simon's Royal Relic - Short Sword
远古：锋闪,远古：锋闪,Ancient: flash
远古：无悔,远古：无悔,Ancient: steadiness
远古：浩劫,远古：浩劫,Ancient: Havoc
远古：战栗,远古：战栗,Ancient: Tremble
远古：坎亚,远古：坎亚,Ancient: Canya
远古：阿修罗,远古：阿修罗,Ancient: Ashura
远古：弑君,远古：弑君,Ancient: regicide
远古：寒枪,远古：寒枪,Ancient: cold gun
远古：西瓦,远古：西瓦,Ancient: Siwa
远古：天堂,远古：天堂,Ancient: Heaven
马克思马杰克,马克思马杰克,Marx Majek
远古：双蛇神杖,远古：双蛇神杖,Ancient: Double Snake Scepter
远古：扎罗的邪术之杖,远古：扎罗的邪术之杖,Ancient: Zara's witchcraft scepters
远古：弦月,远古：弦月,Ancient: Crescent
远古：精灵的庇护,远古：精灵的庇护,Ancient: the shelter of the elves
远古：亚罗纳火山的钥匙,远古：亚罗纳火山的钥匙,Ancient: the key to the volcano of Jarna
远古：西蒙的皇家遗物-法杖,远古：西蒙的皇家遗物-法杖,Ancient: Simon's Royal Relics -  scepter
远古：流明贤者,远古：流明贤者,Ancient: Lumen Sage
远古：暴君的权杖,远古：暴君的权杖,Ancient: tyrant's scepter
远古：世界之树的嫩芽,远古：世界之树的嫩芽,Ancient: the bud of the world tree
远古：邪念女王,远古：邪念女王,Ancient: Queen with evil thoughts
远古：埃尔德里奇,远古：埃尔德里奇,Ancient: Eldridge
远古：沼泽咒术师的魔杖,远古：沼泽咒术师的魔杖,Ancient: Swamp Mantra's Wand
远古：龙脊,远古：龙脊,Ancient: keel
远古：龙啸之杖,远古：龙啸之杖,Ancient: Dragon's scepters
远古：守护者的传说之杖,远古：守护者的传说之杖,Ancient: The Guardian's Legendary scepters
远古：王之悲鸣,远古：王之悲鸣,Ancient: Lament of Prince
远古：惩罚者战斧,远古：惩罚者战斧,Ancient: Punisher Tomahawk
远古：波尔图可,远古：波尔图可,Ancient: Porto
远古：开天,远古：开天,Ancient: separate the world
远古：圣战士巨斧,远古：圣战士巨斧,Ancient: Holy Warrior Axe
远古：挽歌,远古：挽歌,Ancient: Elegy
远古：噬魂,远古：噬魂,Ancient: Soul Eater
远古：西蒙的皇家遗物-巨斧,远古：西蒙的皇家遗物-巨斧,Ancient: Simon's Royal Relic - Giant Axe
远古：天命之斧,远古：天命之斧,Ancient: Axe of the Destiny
远古：断头台,远古：断头台,Ancient: Guillotine
远古：世界铸造者,远古：世界铸造者,Ancient: World Founder
远古：里昂的右臂,远古：里昂的右臂,Ancient: Lyon's right arm
远古：混沌断裂之斧,远古：混沌断裂之斧,Ancient: Axe of Chaos Break
远古：征战四海,远古：征战四海,Ancient: Fighting the Four Seas
远古：泰坦,远古：泰坦,Ancient: Titan
远古：祈求者,远古：祈求者,Ancient: Invoker
远古：虚空裂缝,远古：虚空裂缝,Ancient: Void crack
远古：葛温的战斧,远古：葛温的战斧,Ancient: Gwen's Battle Axe
远古：灯塔,远古：灯塔,Ancient: Lighthouse
远古：闪烁的火焰,远古：闪烁的火焰,Ancient: flashing flame
